,Fecha,CMg,Mes
0,2024-01-01 00:30,23.122663340336135,1
1,2024-01-01 01:00,23.124206144957984,1
2,2024-01-01 01:30,23.129976102941175,1
3,2024-01-01 02:00,23.08784532563025,1
4,2024-01-01 02:30,23.084678571428572,1
5,2024-01-01 03:00,23.07115782563025,1
6,2024-01-01 03:30,23.03948030462185,1
7,2024-01-01 04:00,23.028331932773114,1
8,2024-01-01 04:30,23.01801785714286,1
9,2024-01-01 05:00,22.98739837184874,1
10,2024-01-01 05:30,22.97979963235294,1
11,2024-01-01 06:00,22.976915966386553,1
12,2024-01-01 06:30,3.0198852415966386,1
13,2024-01-01 07:00,0.7031541491596639,1
14,2024-01-01 07:30,0.6958245798319328,1
15,2024-01-01 08:00,0.6919157037815127,1
16,2024-01-01 08:30,2.957736081932773,1
17,2024-01-01 09:00,3.0113713235294117,1
18,2024-01-01 09:30,0.6656825105042017,1
19,2024-01-01 10:00,0.6772862394957984,1
20,2024-01-01 10:30,0.6814422268907563,1
21,2024-01-01 11:00,0.6969398634453782,1
22,2024-01-01 11:30,0.6833986344537816,1
23,2024-01-01 12:00,0.6845249474789916,1
24,2024-01-01 12:30,0.6856415441176471,1
25,2024-01-01 13:00,0.6874713760504203,1
26,2024-01-01 13:30,0.6872303046218489,1
27,2024-01-01 14:00,0.6841751575630252,1
28,2024-01-01 14:30,0.6761861869747899,1
29,2024-01-01 15:00,0.6747008928571429,1
30,2024-01-01 15:30,0.6746089810924369,1
31,2024-01-01 16:00,0.6748219537815127,1
32,2024-01-01 16:30,0.6780845588235294,1
33,2024-01-01 17:00,0.6760580357142857,1
34,2024-01-01 17:30,0.6881226365546219,1
35,2024-01-01 18:00,0.6999566701680673,1
36,2024-01-01 18:30,25.332381827731094,1
37,2024-01-01 19:00,26.258194327731093,1
38,2024-01-01 19:30,31.513575630252102,1
39,2024-01-01 20:00,37.56653650210084,1
40,2024-01-01 20:30,30.862658088235296,1
41,2024-01-01 21:00,29.119147846638658,1
42,2024-01-01 21:30,28.9692468487395,1
43,2024-01-01 22:00,30.84264128151261,1
44,2024-01-01 22:30,30.81487631302521,1
45,2024-01-01 23:00,30.751956407563025,1
46,2024-01-01 23:30,28.9214918592437,1
47,2024-01-01 23:59,25.305483718487395,1
48,2024-01-02 00:30,23.075472689075628,1
49,2024-01-02 01:00,23.068285451680673,1
50,2024-01-02 01:30,23.044744747899163,1
51,2024-01-02 02:00,23.00854254201681,1
52,2024-01-02 02:30,22.992784663865546,1
53,2024-01-02 03:00,7.728009978991597,1
54,2024-01-02 03:30,0.729077993697479,1
55,2024-01-02 04:00,0.7274611344537816,1
56,2024-01-02 04:30,0.7296137079831934,1
57,2024-01-02 05:00,0.7227305672268908,1
58,2024-01-02 05:30,0.7173799894957984,1
59,2024-01-02 06:00,23.049963760504202,1
60,2024-01-02 06:30,23.036699842436978,1
61,2024-01-02 07:00,4.125961397058823,1
62,2024-01-02 07:30,23.12057510504202,1
63,2024-01-02 08:00,23.464623949579835,1
64,2024-01-02 08:30,25.320639968487395,1
65,2024-01-02 09:00,28.374672006302525,1
66,2024-01-02 09:30,28.641939075630255,1
67,2024-01-02 10:00,34.91261869747899,1
68,2024-01-02 10:30,28.34905987394958,1
69,2024-01-02 11:00,28.735012867647058,1
70,2024-01-02 11:30,26.84879805672269,1
71,2024-01-02 12:00,26.913610294117646,1
72,2024-01-02 12:30,25.21679017857143,1
73,2024-01-02 13:00,25.180964810924372,1
74,2024-01-02 13:30,25.152294642857143,1
75,2024-01-02 14:00,25.135335084033613,1
76,2024-01-02 14:30,25.424883403361346,1
77,2024-01-02 15:00,25.221183035714287,1
78,2024-01-02 15:30,34.946717699579835,1
79,2024-01-02 16:00,28.670696165966387,1
80,2024-01-02 16:30,28.889622111344536,1
81,2024-01-02 17:00,28.88130619747899,1
82,2024-01-02 17:30,29.055177521008407,1
83,2024-01-02 18:00,28.99452048319328,1
84,2024-01-02 18:30,28.964254726890758,1
85,2024-01-02 19:00,35.22024737394958,1
86,2024-01-02 19:30,29.899373949579832,1
87,2024-01-02 20:00,30.95780068277311,1
88,2024-01-02 20:30,25.334502100840336,1
